Monument,Adresse,Longitude,Latitude,Source
Maison,"12 rue de l'Ail
(maison détruite)",7.747055,48.579383,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085073
Maison,17 rue de l'Ail,7.748647,48.580028,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085074
Maison,19 rue de l'Ail,7.748758,48.580014,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085075
Maison,5 rue d'Austerlitz,7.752122,48.578791,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085076
Maison,"25 rue du Bain aux Plantes
1 rue des Meuniers",7.741665,48.581623,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085145
Maison,"27 rue du Bain aux Plantes
2 rue des Meuniers",7.741874,48.581547,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085146
Maison,29 rue du Bain aux Plantes,7.741945,48.581536,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085078
Maison,31 rue du Bain aux Plantes,7.742012,48.581495,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085079
Maison,33 rue du Bain aux Plantes,7.74214,48.581444,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085080
Maison,"40 rue du Bain aux Plantes
1 rue des Moulins",7.741669,48.581518,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085081
Maison,23 quai des Bateliers,7.753787,48.580639,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085084
Maison,27 quai des Bateliers,7.754171,48.580819,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085085
Maison,34 quai des Bateliers,7.75498,48.581195,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085086
Maison,36 quai des Bateliers,7.755288,48.581307,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085087
Maison,40 quai des Bateliers,7.755718,48.581531,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085088
Maison,5 rue des Bouchers,7.751481,48.578651,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085090
Maison,20 rue des Bouchers,7.75087,48.578393,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085091
Maison,2 place Broglie,7.748733,48.584709,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085093
Maison,4 quai de la Bruche,7.739176,48.580999,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085095
Maison,15 rue Brûlée,7.752686,48.585,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085096
Maison,10 rue des Dentelles,7.743108,48.580928,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085101
Maison,7 rue de l'Épine,7.748161,48.580451,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085108
Maison,2 rue des Fleurs,7.779452,48.59721,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085109
Maison,3 place de la Grande Boucherie,7.750603,48.580096,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085114
Maison,6 Grand Rue,7.739391,48.58261,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085115
Maison,8 Grand Rue,7.739467,48.582587,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085116
Maison,89 Grand Rue,7.744135,48.581565,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085118
Maison,98 Grand Rue,7.743312,48.581667,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085119
Maison,101 Grand Rue,7.744611,48.581405,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085120
Maison,126 Grand Rue,7.745338,48.581178,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085121
Maison,16 rue Gutenberg,7.747037,48.58136,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085124
Maison,20 rue Gutenberg,7.746805,48.581296,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085125
Maison,22 rue Gutenberg,7.746728,48.581287,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085126
Maison,"5 rue des Hallebardes
24 rue des Orfèvres",7.748895,48.581865,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085127
Maison,7 rue des Hallebardes,7.748947,48.581892,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085128
Maison,8 rue des Hallebardes,7.749126,48.581849,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085129
Maison,18 rue Hannong,7.742884,48.583214,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085131
Maison,25 rue du Jeu des Enfants,7.742302,48.583666,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085132
Maison,11 rue des Juifs,7.752089,48.583307,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085133
Maison,3 allée Kastner,7.777714,48.59677,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085134
Maison,1 place du Marché aux Cochons de Lait,7.751046,48.580327,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085135
Maison,8 place du Marché aux Cochons de Lait,7.751234,48.580484,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085136
Maison,2 place du Marché aux Poissons,7.751871,48.580534,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085137
Maison,11 rue du Maroquin,7.750544,48.580752,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085138
Maison,15 rue Mélanie,7.784272,48.603744,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085140
Maison,"2 rue Mercière
54 rue du Vieux Marché aux Poissons",7.749221,48.581135,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085141
Maison,4 rue Mercière,7.74936,48.58118,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085142
Maison,10 rue Mercière,7.749814,48.581324,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085143
Maison,8 rue des Poules,7.757992,48.580503,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085151
Maison,2 rue de Poumon,7.748906,48.580667,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085152
Maison,10 rue des Pucelles,7.753873,48.584178,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085153
Maison,2 rue de la Râpe,7.752747,48.581438,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085154
Maison,6 rue du Renard Prêchant,7.757317,48.579442,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085155
Maison,21 rue Sainte-Barbe,7.745742,48.581346,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085157
Maison,"1 place Saint-Étienne
2 rue du Ciel",7.754289,48.583155,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085158
Maison,6 place Saint-Étienne,7.754658,48.583214,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085159
Maison,7 place Saint-Étienne,7.754599,48.583334,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085160
Maison,11 place Saint-Étienne,7.754992,48.583458,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085161
Maison,1 quai Saint-Nicolas,7.746832,48.578165,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085163
Maison,13 quai Saint-Nicolas,7.749266,48.57863,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085164
Maison,14 quai Saint-Nicolas,7.749337,48.578669,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085165
Maison,15 quai Saint-Nicolas,7.749437,48.578689,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085166
Maison,16 quai Saint-Nicolas,7.74951,48.578699,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085167
Maison,20 quai Saint-Nicolas,7.750221,48.578929,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085168
Maison,24 quai Saint-Nicolas,7.750628,48.579156,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085169
Maison,17 rue des Serruriers,7.7466,48.580393,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085171
Maison,22 rue des Serruriers,7.747771,48.580992,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085172
Maison,10 rue des Tonneliers,7.749488,48.579916,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085174
Maison,19 rue des Tonneliers,7.748938,48.580356,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085175
Maison,23 rue des Tonneliers,7.748847,48.580452,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085176
Maison,40 rue du Vieux Marché aux Poissons,7.749572,48.580755,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085177
Maison,5 rue du Vieux Seigle,7.746693,48.581947,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085178
Maison Alfred Marzolff,3 rue des Pontonniers,7.756726,48.584322,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA67000060
Maison Ange,15 rue du Faubourg de Saverne,7.740178,48.585276,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA67000045
Maison Baer,3 rue du Bouclier,7.743831,48.580807,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085092
Maison Bowe,50 route du Polygone,7.75679,48.569,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00135151
Maison Cigognes,14 rue des Orfèvres,7.74884,48.582592,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085150
Maison Ferrier,79 Grand Rue,7.743725,48.5817,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085117
Maison Kammerzell,16 place de la Cathédrale,7.74972,48.58194,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085098
Maison Lauth,"1, 3 rue de la Douane",7.748565,48.57928,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085104
Maison Radio,Place de Bordeaux,7.759764,48.594605,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085097
Maison Sare,17 rue du Dôme,7.750676,48.583183,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085102
Maison Spach,18 rue du Dôme,7.750495,48.583123,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085103
Maison Tanneurs,42 rue du Bain aux Plantes,7.74182,48.581437,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085082
Maison Williame,"7 rue des Écrivains
12 rue de la Râpe",7.753295,48.581672,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085106
Maisons,"3, 5 rue de l'Épine",7.748232,48.580295,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085107
Villa Osterloff,10 rue des Arquebusiers,7.76028,48.59111,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085195
Monument General Desaix,Place du Maréchal de Lattre de Tassigny,7.754064,48.575498,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085180
Musee Alsacien,23 quai Saint-Nicolas,7.750558,48.579127,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085182
Musee Historique,2 rue du Vieux Marché aux Poissons,7.78667,48.579878,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085040
Musee OEuvre Notre-Dame,3 place du Château,7.751389,48.580833,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085099
Neue Bau,10 place Gutenberg,7.748271,48.58099,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085050
Opera,19 place Broglie,7.752327,48.585893,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085193
Théâtre National,7 place de la République,7.75527,48.5862,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085313
Palais Episcopal,"3 rue du Parchemin
16 rue Brûlée",7.753212,48.584637,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085034
Palais Fetes,"5 rue Sellénick
2, 4 rue de Phalsbourg
34 boulevard Clemenceau",7.749354,48.590849,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA67000073
Palais Justice,Quai Finkmatt,7.747968,48.588059,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085312
Palais Rhin,"1, 2, 3 place de la République",7.7526,48.5876,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085183
Ecuries Palais Rhin,9 rue du Général-Frère,7.752075,48.588433,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085297
Palais Rohan,2 place du Château,7.7522,48.5811,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085184
Palais Universitaire,9 place de l'Université,7.762418,48.584777,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085185
Parc Orangerie,Avenue de l'Europe,7.7760029,48.5918806,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085186
Pfalzerhaus,6 rue Pierre Bucher,7.755602,48.585035,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA67000078
Pont Saint-Thomas,Quai Saint-Thomas,7.744964,48.579031,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085188
Porte Juifs,3 rue Pierre Bucher,7.75594,48.585074,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085189
Poste Aiguillage,Avenue de Colmar,7.75271,48.56332,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085190
Prefecture Administrative Alsace Bas-Rhin,5 place de la République,7.755,48.58833,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA67000011
Presbytere Saint-Paul Koenigshoffen,35 rue de la Tour,7.714434,48.578222,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA67000019
Propriete Schranz,9 rue des Sarcelles,7.75964,48.544356,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085196
Silo Cereales,9 rue de la Minoterie,7.789702,48.577643,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00135153
Tour,9 place de l'Hôpital,7.74956,48.57703,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085191
Ponts Couverts,,7.739528,48.579889,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00085192
Usine Junkers Flugzeug-Und-Motorenwerke,33 rue du Maréchal Lefebvre,7.739126,48.561528,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00125228
Villa,13 rue Fischart,7.765927,48.58692,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA67000044
Villa Faist,24 rue Twinger,7.769948,48.589036,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA67000066
Villa Stempel,4 rue Erckmann Chatrian,7.764953,48.588848,http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA67000079
